"","c","Estimate","conf_low","conf_high","AICc","delta_AICc"
"3","season",0.0371846412864506,0.0277221254305823,0.046647157142319,5450.73258880287,0
"4","photo_diff",0.0176967467663265,0.00763148307946199,0.027762010453191,5484.43555669589,33.7029678930257
"1","flow",-0.0191304526540308,-0.0329273265773281,-0.00533357873073339,5488.37764433342,37.6450555305519
"2","secchi_depth",0.0171720841959368,0.00397115807095195,0.0303730103209217,5490.03638406266,39.3037952597879
"5","resid",0.00329207211694686,-0.0102512262923142,0.016835370526208,5495.40801063916,44.6754218362885
