"","season","temperature_difference","flow","flow_difference","lunar_phase","resid","photo_difference","AICc","hatchery","deltaAICc"
"123",NA,-0.0877430286928085,-0.0148261827632197,NA,NA,NA,-0.00774846881952969,1854.24093253007,0.0287166972921396,20.4777364414508
"63",NA,-0.0709255924281214,NA,0.0138656940913076,-0.00529008153611832,NA,NA,1854.39177905796,NA,20.628582969335
"84",NA,-0.0705552360385166,NA,0.0147138512784105,NA,NA,0.00555491595871782,1854.40665973506,NA,20.6434636464392
"102",NA,NA,0.00358069725012473,0.010066660416999,-0.0080199529548009,-0.0439989078803718,NA,1854.58773897867,NA,20.824542890045
"65",NA,-0.0698197326533493,NA,NA,-0.00641892554970802,NA,0.00597579104526159,1854.61061359993,NA,20.8474175113035
"145",NA,NA,NA,0.0100891516456675,-0.00819850960806663,-0.0437248763275618,NA,1854.61817417098,0.00362681995686015,20.8549780823616
"212",NA,NA,NA,0.0109851945165376,-0.00956858105517787,-0.0544629999721951,-0.0253445808329228,1854.6634045093,0.0166102115345108,20.9002084206779
"106",NA,NA,0.00422948119637239,NA,-0.00884720166013961,-0.0445067587950503,NA,1854.72592483141,0.00460215276165684,20.9627287427909
"140",NA,-0.0807646635140407,NA,0.0113991834228838,-0.00471233853296358,NA,NA,1854.88512859865,0.022432423910732,21.1219325100319
"182",NA,NA,0.00117107804099746,NA,-0.010507598764832,-0.054584731480478,-0.0249316300279158,1854.91170789758,0.0174332151989004,21.1485118089574
"125",NA,NA,0.00417166241968313,0.011603818738618,NA,-0.0438035221041147,NA,1854.95615654528,0.00404816566678767,21.1929604566601
"160",NA,-0.0819571860903075,NA,0.0128930405719532,NA,NA,-0.00359942104905956,1854.96256295579,0.024685935280157,21.1993668671723
"143",NA,-0.0813597608775054,NA,NA,-0.00588832742657483,NA,-0.00338719567284543,1855.10119170496,0.025097718186228,21.3379956163376
"197",NA,NA,0.00122936518610482,0.0133729167085582,NA,-0.053474514159579,-0.0241804603984858,1855.24044345449,0.0165260273785061,21.4772473658704
"179",NA,NA,0.00126255320810977,0.0125037642442374,-0.00914898209648678,-0.0500807754733056,-0.0170215801467261,1855.46019942068,NA,21.6970033320604
"98",NA,-0.0756032321708796,-0.0134921886643974,0.0164947014862692,-0.00629056470172761,NA,NA,1855.53826011828,NA,21.7750640296576
"119",NA,-0.0750093972802847,-0.0124673066757868,0.0177498736995034,NA,NA,0.00261201166207106,1855.74822259401,NA,21.9850265053851
"195",NA,-0.0891267563198044,-0.0163454575089664,0.0166003721041522,NA,NA,-0.00869264506338052,1855.86770996292,0.0280509147436454,22.1045138742982
"175",NA,-0.0859892504868113,-0.0147216249357893,0.0142168013763595,-0.00577828503664861,NA,NA,1855.94256336006,0.022966934700745,22.1793672714339
"100",NA,-0.0738871642085162,-0.0117062295616987,NA,-0.00759644253629926,NA,0.00330061893883479,1856.04620358232,NA,22.2830074937006
"178",NA,-0.0880135417283459,-0.0156661629010804,NA,-0.00740487753839677,NA,-0.00818802952411761,1856.10735440903,0.0283560138555716,22.3441583204117
"139",NA,-0.0705877986327482,NA,0.0132643480468285,-0.00512279982969928,NA,0.0053651470250799,1856.41537423398,NA,22.6521781453559
"180",NA,NA,0.00363833006457518,0.00943688992432385,-0.00798436991278764,-0.0443073979157393,NA,1856.71215799988,0.00366478681447596,22.9489619112619
"233",NA,NA,0.000462452071024658,0.0109057454992348,-0.00953103355120206,-0.0544902594564786,-0.0252307729001239,1856.84373671042,0.0165586323142901,23.0805406218014
"210",NA,-0.081837668826788,NA,0.0116098330342281,-0.00477857986082532,NA,-0.00368034324752202,1857.00976672181,0.0244342008192868,23.2465706331836
"174",NA,-0.0752930071535423,-0.0130347114990595,0.016180688963361,-0.00616366561756927,NA,0.00224394690624657,1857.68951273959,NA,23.9263166509681
"231",NA,-0.0892273821533666,-0.0169027710993161,0.0150990622260374,-0.00612584672572503,NA,-0.00895029099965169,1857.84348203408,0.0278002587287716,24.0802859454554
"7",NA,NA,NA,NA,NA,NA,0.00796495826494182,1860.55820544622,NA,26.7950093576003
"5",NA,NA,NA,0.0106912330509872,NA,NA,NA,1860.63161680838,NA,26.8684207197614
"2",NA,NA,NA,NA,-0.00618501194600005,NA,NA,1860.63792899272,NA,26.8747329040968
"8",NA,NA,NA,NA,NA,NA,NA,1860.69820350185,0.00701511501002204,26.9350074132237
"1",NA,NA,-0.00290586554591525,NA,NA,NA,NA,1860.82422974979,NA,27.0610336611655
"20",NA,NA,NA,NA,-0.00586836396041111,NA,0.00763827865781674,1862.50694141433,NA,28.7437453257085
"32",NA,NA,NA,0.00989931144110945,NA,NA,0.00744771656872085,1862.51414801859,NA,28.7509519299699
"18",NA,NA,NA,0.00918996030473397,-0.00527447736208287,NA,NA,1862.62357919937,NA,28.8603831107482
"21",NA,NA,NA,NA,-0.00594509677189878,NA,NA,1862.64662565303,0.00651032851956973,28.8834295644128
"33",NA,NA,NA,0.00966557479333717,NA,NA,NA,1862.66655932919,0.0059410884653027,28.9033632405699
"36",NA,NA,NA,NA,NA,NA,0.00669544669893214,1862.68111339109,0.00354035863575757,28.9179173024686
"14",NA,NA,-0.00145392062793103,NA,NA,NA,0.00763427058470749,1862.70435464686,NA,28.9411585582338
"12",NA,NA,-0.00363879570541388,0.0113968110594922,NA,NA,NA,1862.71345502935,NA,28.9502589407325
"9",NA,NA,-0.00346409827840739,NA,-0.00649504664981892,NA,NA,1862.72650199925,NA,28.9633059106327
"15",NA,NA,-0.00286997052703102,NA,NA,NA,NA,1862.80973395087,0.00696810327138652,29.0465378622439
"68",NA,NA,NA,0.00844543259011018,-0.00503180048701193,NA,0.00726461677524236,1864.52655724997,NA,30.7633611613505
"72",NA,NA,NA,NA,-0.00579484788899341,NA,0.00651934036616608,1864.64304383641,0.00310388700097867,30.8798477477922
"41",NA,NA,-0.0020871992982111,NA,-0.00609127432085606,NA,0.00721848933504421,1864.64616104417,NA,30.8829649555526
"53",NA,NA,-0.00227574021203684,0.0103370150566171,NA,NA,0.00693376333522621,1864.64915702041,NA,30.8859609317858
"91",NA,NA,NA,0.00950300088478654,NA,NA,0.00655959996935466,1864.65995364993,0.00250314663896699,30.8967575613124
"69",NA,NA,NA,0.00824796745382127,-0.00515296112594043,NA,NA,1864.67549812429,0.00567204918967556,30.9123020356669
"39",NA,NA,-0.00407549447137845,0.0098948219387975,-0.00557601413965654,NA,NA,1864.6928299614,NA,30.9296338727795
"42",NA,NA,-0.0035088395671242,NA,-0.00626606238748881,NA,NA,1864.74335024489,0.00646627985786479,30.9801541562679
"54",NA,NA,-0.00358690232817209,0.0103627340636648,NA,NA,NA,1864.75821063569,0.00584882013506398,30.9950145470686
"57",NA,NA,-0.00171346519879521,NA,NA,NA,0.00622446775599703,1864.82863100162,0.00369517282108963,31.0654349130004
"103",NA,NA,-0.00275850861186138,0.00896847694041475,-0.00526545987772599,NA,0.00663713102390935,1866.65494817741,NA,32.8917520887846
"146",NA,NA,NA,0.00814801906786565,-0.00502689800736538,NA,0.00643242961712634,1866.6810423608,0.00232637615739522,32.9178462721763
"104",NA,NA,-0.0040405629942783,0.00895513695093298,-0.00545749308475791,NA,NA,1866.75551167462,0.00555881582058004,32.9923155859956
"107",NA,NA,-0.00233660793361288,NA,-0.00601329810261494,NA,0.00592268302045531,1866.78305198053,0.00336903371048251,33.0198558919053
"126",NA,NA,-0.00246908813674902,0.0100134681942559,NA,NA,0.00588845931093849,1866.79694015352,0.00279128719386426,33.0337440648968
"181",NA,NA,-0.00291278510785937,0.0086866097867778,-0.0052433623995256,NA,0.00565932891761437,1868.81110015756,0.00261890893423568,35.0479040689343
