"","c","Estimate","conf_low","conf_high","AICc","delta_AICc"
"4","temp_diff",-0.157114492138047,-0.191277875197015,-0.122951109079078,4120.38781801598,0
"3","season",0.0483116031089458,0.0348874714419705,0.0617357347759211,4159.95386612957,39.5660481135883
"1","flow_anomaly",0.0527092283096938,0.0367300034649994,0.0686884531543883,4160.38387164532,39.9960536293356
"2","temp_anomaly",-0.0280934006963216,-0.0484620439259042,-0.00772475746673908,4192.48919586091,72.101377844926
