"","c","Estimate","conf_low","conf_high","AICc","delta_AICc"
"1","season",0.0903731248905632,0.0734757543026648,0.107270495478462,1337.47375499213,0
"2","photo_diff",0.0194985742059401,-0.0127402655555169,0.0517374139673971,1379.18705294821,41.7132979560815
