"","c","Estimate","conf_low","conf_high","AICc","delta_AICc"
"2","season",0.0483116031089458,0.0348874714419705,0.0617357347759211,4159.95386612957,0
"4","photo_diff",0.0453395599970806,0.0311888494436203,0.059490270550541,4166.5983333824,6.64446725283051
"1","flow",0.0469354959229465,0.0303932761039102,0.0634777157419827,4170.31898972096,10.3651235913858
"3","resid",-0.0357697865226542,-0.0505649452453433,-0.0209746277999652,4179.15424408856,19.2003779589841
